design_id,split,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,cd
F_S_WWC_WM_533,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.46887,1.41274,-4.71363,12.4018,-1.0,1.59,-0.669129,-0.765125,27.5606,121.699,-13.1089,0.6,9.18358,-0.4,-4.25754,18.2027,28.1729,-0.731802,15.5568,43.5382,49.7118,3.39124,-18.7048,0.2362791865149502
E_S_WW_WM_406,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1613,13.8057,11.8155,1.10384,0.12,-1.47,10.6014,9.81659,-25.2674,65.4931,0.944067,-0.1,-13.8777,-0.2,51.4735,-18.1615,-18.8998,5.4409,84.115,10.0595,86.7482,-20.9259,-62.7159,0.2946734224916943
N_S_WWC_WM_440,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.69164,-1.52197,19.1802,-0.40938,-1.36,0.34,19.0052,-1.15468,-16.6626,69.8798,-13.7329,-0.2,1.99376,0.2,6.28872,27.9779,11.2274,47.3845,124.719,-18.612,8.78044,-55.6394,-24.8767,0.247685439282392
F_S_WWC_WM_215,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.05856,-5.90353,11.0752,-19.5964,-1.56,1.3,2.56098,0.127388,-27.7507,1.06261,-0.694316,0.7,35.4901,0.7,-12.5838,8.53328,4.31735,6.00291,28.8622,-14.3701,60.274,-48.464,115.706,0.2246725623654485
E_S_WWC_WM_283,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9028,-5.25609,19.3567,0.69824,-0.47,-1.18,-7.57116,5.52991,46.983,116.714,-2.6242,0.1,12.6079,0.4,-9.8215,-14.9851,-7.9263,21.5156,-54.0827,20.8284,60.975,-8.39846,11.3666,0.2562972130664451
E_S_WW_WM_333,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.545,9.84003,-0.499089,-4.03165,1.8,0.55,2.37659,9.8686,17.4565,-66.3368,2.20959,-0.3,-3.50401,0.5,-21.1481,4.99187,0.530137,23.0463,80.7643,41.6849,-46.2898,42.675,-162.86,0.2699066901063122
F_S_WWC_WM_329,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.691483,7.53214,19.0643,-8.45043,2.4,1.45,6.47098,0.429876,30.7141,-5.30879,-3.02358,-0.1,-0.615178,-0.2,59.2509,-17.9923,-4.91649,30.5582,21.8469,41.0286,133.31,-45.1614,93.6969,0.2657182715215946
N_S_WW_WM_460,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.47952,2.57958,-5.37,13.4324,2.43,1.72,3.66169,6.05222,-44.1067,90.8984,-14.5685,0.4,21.6613,0.0,34.506,15.7077,21.4176,29.0986,52.2688,-42.0241,25.7159,-17.7011,-6.64424,0.2618770946378738
E_S_WWC_WM_665,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7972,6.14824,6.3333,14.9643,2.04,2.19,12.2925,-3.5352,-10.7417,-86.4654,-9.86611,0.5,3.13654,-0.2,30.3474,5.51846,20.0225,31.1969,-9.55203,10.2992,-47.8863,60.1368,149.291,0.2875864846910299
E_S_WW_WM_614,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100708,12.3742,16.1569,14.6215,2.39,-1.65,10.0466,3.84393,-26.3305,-45.5067,-7.76669,0.0,13.4651,-0.1,39.1773,14.2903,18.904,-2.7223,-35.8355,42.62,27.6519,22.7945,-30.3691,0.2748843579368771
E_S_WWC_WM_373,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16844,-1.35015,6.93562,6.55569,2.26,0.61,19.9271,1.84382,-17.2367,45.2784,-12.7985,0.8,3.49098,0.3,-9.5336,-4.97448,-29.7375,20.5607,9.27478,33.7763,101.901,-25.429,-176.385,0.2628127141295681
F_S_WWS_WM_533,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.46887,1.41274,-4.71363,12.4018,-1.0,1.59,-0.669129,-0.765125,27.5606,121.699,-13.1089,0.6,9.18358,-0.3,-4.25754,18.2027,28.1729,-0.731802,15.5568,44.1529,49.7118,3.39124,-18.7048,0.2368228920996677
N_S_WWC_WM_090,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.17557,13.0753,4.35773,18.7679,-0.9,0.78,1.88285,6.30112,-41.9653,115.69,-3.78206,0.1,-1.50266,0.0,-13.3246,-15.068,-25.8855,35.0147,-30.4024,-20.1443,-7.63838,66.9162,37.8277,0.2752749941495016
N_S_WWC_WM_291,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.61875,12.7748,12.3707,0.350041,1.63,1.46,4.96232,9.42964,25.1006,85.5621,-4.2394,-0.1,27.5618,-0.1,-20.1374,-1.76706,6.1639,19.6784,109.545,-22.2807,-17.3021,84.9481,40.6988,0.2795453696976744
F_S_WWC_WM_538,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.58383,-0.525139,8.94136,13.3286,-0.66,2.26,15.1378,-4.89761,-7.26715,-40.9603,0.452838,0.6,5.69355,0.1,-0.329476,-14.7607,-12.038,43.9546,12.5542,-30.9543,-13.6062,21.5445,-144.972,0.2391615459966777
E_S_WW_WM_427,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9735,-3.58513,6.88821,-14.6219,-1.28,-0.48,9.74008,7.85563,-39.061,-74.5279,2.81582,0.4,-22.9122,0.4,43.4663,10.6242,-16.0847,39.6174,0.0596398,-38.9952,57.4138,-29.444,-70.6681,0.2444459439700996
F_S_WWC_WM_078,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0752,3.63529,1.03659,-3.17428,-0.18,2.08,18.0556,4.34223,-12.2671,148.793,-7.482,-0.1,-39.8823,0.0,27.6621,-18.8328,17.1321,23.1288,71.2083,-8.55942,27.2912,-59.2143,21.7907,0.2498258785481727
F_S_WWS_WM_296,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.7505,-3.26668,6.15034,-7.88473,1.41,-0.21,15.6385,2.68901,10.4233,-1.84681,-3.44487,0.3,-33.3353,0.1,46.4939,-2.60646,29.0666,-24.1021,113.506,24.3042,116.648,79.4331,65.8474,0.2287019867641195
N_S_WWC_WM_317,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.61576,-2.08584,9.25048,-2.06074,2.49,-1.58,-4.10263,3.0795,-46.0045,-67.3735,-4.60972,0.2,16.1855,0.9,20.6025,1.67658,19.365,-15.7141,21.149,-10.3004,29.4231,-19.194,139.083,0.2276838381096345
F_S_WWC_WM_677,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.35211,14.0997,19.8605,4.91664,1.45,0.6,2.9083,2.08426,0.889515,84.2305,0.201602,0.0,4.60924,0.6,-24.6637,22.1957,-5.83504,-6.41052,51.24,33.7763,-55.7472,-41.191,-40.904,0.2513678884418605
F_S_WWC_WM_175,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.72664,0.953152,7.73208,-13.1055,0.73,1.12,8.99763,2.46397,40.3959,85.767,-14.9336,0.2,16.2887,0.2,14.9324,-3.02737,-29.1147,-24.5308,80.2135,-46.6826,-41.6793,29.6093,-44.9067,0.2269876977840531
E_S_WW_WM_361,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8104,1.6694,11.7988,18.3652,2.35,0.01,19.9708,-2.17657,17.7035,78.4531,-13.3023,0.6,-3.12932,0.2,21.1242,12.4071,-13.5425,-20.7425,86.7176,6.4821,-13.2865,54.3636,136.244,0.2791728211461794
N_S_WWC_WM_507,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.6404,12.5129,0.166011,-4.44108,-0.54,-0.89,-4.7983,-1.90773,-44.4561,80.5526,2.2854,-0.3,-33.8188,0.9,17.968,4.03055,4.78584,-0.959704,-22.8674,-11.1429,121.16,5.73284,104.946,0.2397270538372092
E_S_WW_WM_618,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.60722,1.61822,7.68768,-1.74459,2.3,-0.34,2.10719,5.09249,18.9938,7.25564,-13.5527,-0.4,9.48079,0.9,8.46223,21.0126,-5.15436,16.4663,13.777,-40.7772,92.9973,85.2275,86.9726,0.2864593267408638
F_S_WWS_WM_408,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.3417,-1.9992,0.529818,-5.27558,1.02,-0.11,17.736,-0.678109,-44.2696,17.2428,-10.4993,0.5,9.52403,0.5,50.3094,26.2319,26.9692,46.6213,-3.54104,-12.314,-24.7006,-36.7484,-93.502,0.247654995295681
F_S_WWS_WM_170,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.86378,11.0894,-5.55715,-2.89642,0.35,-0.91,-7.80238,1.48268,-20.5981,-7.56337,-7.1142,0.4,-14.3851,-0.3,31.3333,-3.93781,27.0913,31.4098,107.733,36.4558,78.6205,-27.9779,-92.4595,0.2747516056511628
E_S_WWC_WM_331,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.633,-5.86005,17.186,2.72671,-1.17,2.37,8.54318,-1.72269,-29.3732,135.175,-12.9502,0.0,23.1238,-0.3,28.7113,-12.324,-25.4865,34.8248,16.3146,-20.7042,-8.28156,-17.7011,-68.1126,0.2724239017607973
F_S_WWS_WM_330,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.8494,9.39904,19.7403,3.21728,-0.75,-1.04,-6.42852,1.36552,5.1957,2.28945,3.5865,0.4,25.6196,-0.2,9.98785,7.33804,-22.1975,7.58401,3.22246,21.3981,106.687,18.9376,126.947,0.2344136197607974
F_S_WWC_WM_247,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.30043,1.31931,10.2295,12.5056,0.3,-1.12,-8.92369,1.30529,37.7291,-3.21977,-0.980042,-0.2,-38.7153,0.6,19.9708,-6.61564,19.3879,20.7781,53.6096,2.011,-1.97849,27.3332,-149.254,0.2319693815116278
N_S_WW_WM_127,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.32029,-6.4984,2.06877,-1.85356,-1.46,2.17,-7.34102,1.78636,42.5343,17.7268,2.35115,0.1,-33.932,0.8,-13.4696,25.2573,-2.97597,-15.046,21.5952,-21.1801,-41.7293,-41.0648,13.9621,0.2220704805548172
E_S_WWC_WM_152,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9888,9.84003,-4.88153,-16.0151,-0.12,0.1,9.32773,-3.96328,27.2601,-58.9711,-4.63234,0.6,-6.09688,1.0,-18.7878,24.4482,20.758,26.2915,63.0152,-0.988351,102.812,-33.4251,-41.5519,0.274900746461794
F_S_WWC_WM_671,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.82777,4.58184,9.07404,4.02426,2.38,0.26,-8.29727,-4.35918,21.7038,44.3813,4.67482,0.2,-19.7884,-0.2,40.21,15.0771,29.0557,-8.35653,-1.97348,-17.7841,10.9543,74.9937,53.9155,0.2249823655016611
N_S_WWC_WM_060,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.70991,-6.24441,6.3333,1.3463,-0.58,-1.5,13.4125,2.1444,21.9391,-8.04368,-2.28827,0.5,38.5761,-0.1,40.6825,1.12416,9.69321,23.7555,113.983,-46.3008,96.9151,45.4771,-90.8983,0.2365800782259136
F_S_WWC_WM_040,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.5596,3.03627,-2.04842,-18.6151,-1.77,2.3,-0.215358,4.46855,-2.52196,104.738,-1.14567,0.4,-2.79636,1.0,38.5593,24.5908,2.33707,38.2728,-33.1039,-4.92039,83.4428,25.2022,136.714,0.2370920590398671
N_S_WWS_WM_080,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.81305,-2.08584,12.8849,-7.69095,1.66,0.06,4.66926,8.96062,44.4495,-83.2544,-12.3034,0.3,-30.676,-0.1,2.94523,-13.7564,-0.990484,50.6538,78.5063,19.2904,-2.42089,-47.77,104.271,0.2738079265315614
E_S_WW_WM_047,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.586,-2.27331,6.85358,1.20524,-1.07,-0.91,11.66,8.09691,-7.7568,-92.998,-5.76663,0.0,4.76878,0.1,-6.36764,24.0717,18.0311,0.43422,5.93888,15.3816,122.096,-35.1178,-194.365,0.2408301942192691
F_S_WWS_WM_040,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.5596,3.03627,-2.04842,-18.6151,-1.77,2.3,-0.215358,4.46855,-2.52196,104.738,-1.14567,0.4,-2.79636,0.9,38.5593,24.5908,2.33707,38.2728,-33.1039,-4.92039,83.4428,25.2022,136.714,0.239310792385382
F_S_WWS_WM_563,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.65277,11.7228,4.57014,5.01851,-0.57,-0.74,13.2143,-2.76557,-32.0541,123.579,-6.34429,0.3,-11.8288,0.4,29.9026,27.6209,-20.7815,-5.85364,-3.76732,28.6939,108.615,-47.8591,131.762,0.2533669879734219
N_S_WW_WM_419,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.87336,-3.81831,6.81819,19.7659,0.39,-1.79,-0.314952,-1.52546,-12.1366,14.1337,2.45827,0.0,-27.3875,0.1,-21.9082,20.1812,-27.4453,2.7963,-7.36983,3.84176,-3.22803,19.7153,116.633,0.2291522531395348
E_S_WWC_WM_024,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.275,3.03627,0.166011,-1.80484,-1.65,-0.94,7.29332,8.50611,10.6522,81.4043,4.53588,-0.4,-18.4,0.6,21.9543,0.336808,14.1323,51.9544,53.6096,-36.2265,-9.03726,53.6408,-117.961,0.2730119556644518
N_S_WWS_WM_219,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.68514,10.373,2.48667,-8.53467,0.28,0.56,-3.41463,7.79617,26.6708,1.65602,-4.00347,0.3,29.9839,-0.2,4.75773,9.75036,1.92608,40.3102,-58.2276,39.1553,-20.2238,55.3214,-165.605,0.2599845039036544
E_S_WWC_WM_159,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07089,5.25679,-6.16839,19.7768,1.66,0.07,-6.88473,0.647419,6.32423,-11.3987,-10.6305,0.5,2.81481,0.3,7.47847,-6.61564,-26.6039,-19.425,27.9977,21.2528,-59.3546,-43.3703,10.3845,0.264060974717608
F_S_WWC_WM_521,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.37577,9.91737,16.8205,-5.04371,-1.44,-1.02,7.70847,1.59655,30.8985,-43.5462,-2.80782,0.4,27.3667,0.9,45.8102,-5.90544,25.1944,-13.5171,92.2248,-12.431,104.759,-51.4902,-79.0637,0.232036134923588
E_S_WW_WM_357,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.617,13.9885,16.4494,-13.2253,-1.5,1.66,9.49699,-2.93264,-24.6629,90.519,-5.0181,-0.3,15.8792,0.6,13.5794,19.4566,-1.31774,-23.5018,-50.562,-34.3143,18.7359,53.2325,-132.207,0.2822711169933555
F_S_WWC_WM_317,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.61576,-2.08584,9.25048,-2.06074,2.49,-1.58,-4.10263,3.0795,-46.0045,-67.3735,-4.60972,0.2,16.1855,0.9,20.6025,1.67658,19.365,-15.7141,21.149,-10.3004,24.0031,-19.194,139.083,0.2177763919933554
F_S_WWS_WM_163,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.719,0.344745,-3.4814,6.81424,0.83,1.84,-4.43365,-0.26357,25.4557,-33.4297,-14.0546,0.2,39.5264,0.6,30.6983,-6.21809,21.7415,26.1387,61.4989,49.6372,-24.1402,61.0919,46.3054,0.2508220471096345
E_S_WW_WM_398,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.79815,12.1323,0.696858,18.4005,1.99,-0.37,9.37729,7.48259,-27.8662,-38.6477,-1.64281,0.0,19.4053,0.7,53.7238,-8.97862,7.48059,-6.93095,116.992,-8.94796,56.7094,46.546,65.2239,0.2592836531063123
E_S_WWC_WM_190,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7557,-7.57954,0.971945,3.01114,0.52,0.13,-0.108049,-1.09156,-0.86367,6.30452,4.1427,0.8,13.2927,-0.2,3.96411,-10.284,0.440214,25.4256,-48.9373,22.1671,122.338,-3.51956,-168.493,0.2470677369335548
E_S_WW_WM_598,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2158,-6.7143,-1.34658,15.4852,1.49,-0.62,2.26838,5.71535,40.1419,49.2607,-11.68,-0.1,-16.5683,0.1,-21.0316,-12.1794,-9.06121,-4.96613,-29.3629,-22.8981,-15.5666,81.1945,-61.2226,0.2770120587607974
N_S_WWS_WM_248,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.22523,-0.309216,5.67432,-0.870079,2.23,-1.67,-6.14544,2.20785,0.396249,52.1912,-8.29056,-0.1,16.5257,0.0,7.98313,-12.8155,17.4076,-10.9791,128.285,32.3899,132.048,47.6844,52.7462,0.2459907727209302
E_S_WWC_WM_230,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.80775,9.8841,19.5418,10.8997,0.61,0.38,-5.47171,7.56156,-22.9875,66.6108,-1.90909,-0.1,-22.7349,-0.2,14.3133,21.1562,21.445,-14.6882,45.315,-28.2366,25.2348,-49.0755,-193.215,0.2754054293953488
N_S_WW_WM_122,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.38714,-6.83096,12.6565,5.75115,1.23,2.41,5.01704,2.566,28.4724,104.852,-6.06572,-0.3,-24.0745,-0.2,50.7174,16.3642,-11.7586,-15.4979,-44.2424,-39.097,37.1844,0.0145039,7.44808,0.2424964463222591
E_S_WW_WM_071,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16265,-6.99089,9.14885,-7.37605,1.48,-0.61,11.8357,8.37785,2.67085,-82.9623,1.50487,0.7,-13.8185,0.4,21.5526,19.2907,24.5038,-21.4439,-10.7403,-6.54833,-20.5518,63.0411,-109.202,0.2518225228272425
F_S_WWC_WM_510,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.1127,0.646894,8.52585,2.62713,-0.93,0.55,-6.01023,-4.56139,-44.7464,136.366,-8.56909,0.2,-11.0565,0.2,-10.6831,-9.20828,27.9298,24.9802,56.6608,-9.46237,141.069,6.13296,-38.2299,0.2478438094485049
E_S_WW_WM_419,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87336,-3.81831,6.81819,19.7659,0.39,-1.79,-0.314952,-1.52546,-12.1366,14.1337,2.45827,0.0,-17.1172,0.1,-24.5354,19.2643,-27.4453,2.7963,-10.9733,3.84176,17.9362,19.7153,116.633,0.2351088838073089
F_S_WWC_WM_466,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.80991,-6.85375,17.37,14.2213,0.31,1.33,-9.43143,3.58033,-9.24869,40.8899,-2.62906,0.6,-34.1564,0.7,-10.5362,21.7031,17.9901,14.1319,-34.8687,14.3807,59.7039,69.1681,-108.319,0.2379906131860465
N_S_WW_WM_129,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.81578,-5.17871,15.1255,3.36547,0.38,0.57,-3.08273,-2.98412,17.1012,-94.2002,-8.96833,-0.3,-35.2907,0.4,12.2701,19.9064,-19.0778,43.9546,53.412,-42.3998,135.577,62.695,56.8716,0.2503660257807309
F_S_WWS_WM_459,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.48924,5.40258,12.3566,-13.7719,1.83,-0.45,19.4856,-2.42611,18.7551,86.5938,-10.5645,-0.3,5.34517,-0.3,9.11199,25.8368,18.9791,6.9113,-13.4148,16.5088,95.3716,62.3958,26.6613,0.2684981455016611
E_S_WWC_WM_499,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.48858,-5.69137,3.57313,-11.813,1.46,1.51,18.5846,-1.99733,-0.851894,8.64786,-11.0279,0.2,-12.6596,-0.3,42.1771,8.25393,-24.9713,2.48649,64.3523,27.8993,-34.4428,56.449,-3.46932,0.2600719920299003
F_S_WWC_WM_010,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.97352,-2.88655,9.75021,-11.8799,0.19,-0.01,-6.24626,8.85415,27.9209,-25.1838,-14.9975,-0.3,7.71707,-0.3,1.80588,-2.36095,-24.5383,15.6597,20.4083,37.1007,0.165822,61.3787,9.76996,0.2630768279800665
E_S_WWC_WM_620,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1989,-3.43814,17.0092,0.746453,-1.32,0.14,-8.25619,8.57802,32.3345,-41.7799,4.22312,0.6,9.30174,0.7,32.5963,25.1178,16.8631,30.973,-27.2674,-28.044,7.39161,-35.1178,-92.4595,0.2825637466212624
F_S_WWS_WM_630,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.1196,-0.976126,6.00304,-14.7948,-1.39,-1.45,9.06128,-0.507852,-44.9908,82.9066,-6.30292,0.5,34.7055,0.2,36.5503,14.5892,-8.93864,-24.3708,1.62667,8.48769,89.4294,59.3505,107.267,0.2225166462657807
F_S_WWC_WM_519,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0838,4.97219,10.5096,-0.794204,-1.69,-0.32,3.72183,9.5339,-31.6763,42.5079,-7.66944,0.1,30.5745,0.2,29.8585,-9.03334,-28.9743,22.0071,-18.1159,-27.2888,139.677,20.0571,-177.835,0.2387939746910299
N_S_WWC_WM_337,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.485376,-1.79022,10.28,19.1819,1.43,0.77,-9.89439,5.46766,32.0757,35.6164,-5.95721,0.8,-32.9958,0.1,54.4999,-11.8715,-27.5163,12.0772,120.104,25.6094,-5.39398,26.8087,-29.4378,0.2378633306910299
N_S_WW_WM_562,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.139506,-4.79609,-5.67642,-15.7722,-0.94,0.65,9.81705,-1.87984,-7.09834,120.461,-6.28567,0.5,-17.5554,0.2,59.9709,13.0317,26.6937,21.5156,71.2083,28.0109,138.518,58.755,16.8754,0.2257522423820598
F_S_WWC_WM_312,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.1126,5.0649,5.9484,17.7853,-0.51,-1.08,11.8859,5.2019,-41.4857,-40.6129,3.7247,0.7,3.80026,-0.2,42.6311,-17.3981,6.37938,-17.2237,-25.0496,9.18631,-22.4838,9.23363,93.265,0.2174466303222591
E_S_WWC_WM_494,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0046,-0.00682322,16.7514,-13.2836,0.42,0.04,19.4856,-2.3783,-15.4403,88.815,3.8811,0.1,23.6192,0.3,46.3037,22.8491,-17.1686,47.3845,45.08,-10.5352,-29.1789,35.0962,93.265,0.2633071562458471
E_S_WWC_WM_475,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4941,-2.08584,17.3522,8.68468,-0.04,-0.03,15.0154,0.273084,49.2893,96.9481,-6.66131,-0.1,21.8015,0.1,-17.3467,1.72951,16.9421,-6.33228,122.315,30.1583,72.5323,-41.191,-192.02,0.2568913682026578
E_S_WW_WM_010,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97352,-2.88655,9.75021,-11.8799,0.19,-0.01,-6.24626,8.85415,27.9209,-25.1838,-14.9975,-0.3,6.80587,-0.3,1.80588,-2.36095,-24.5383,15.6597,24.6156,37.1007,0.165822,61.3787,9.76996,0.2804401426777409
E_S_WWC_WM_496,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100708,-0.976126,-2.25059,-12.9914,-0.38,2.37,11.3657,0.549449,-38.326,55.406,-12.8437,-0.4,2.45642,-0.2,3.47669,15.5079,-3.31884,-5.05854,68.2423,36.6636,110.582,-42.9486,-160.809,0.2706228029568106
N_S_WWC_WM_171,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.2592,13.2024,11.719,-17.2308,0.4,1.04,3.92436,9.11155,-39.2776,-36.7446,0.0757825,0.0,25.1133,-0.2,17.772,-2.72914,20.4537,-21.1825,-4.38928,30.1583,80.7779,-46.5058,134.359,0.2364385729401993
F_S_WWC_WM_529,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0239,7.5883,2.06877,-16.1494,1.54,-0.45,-6.10652,2.97371,42.0621,-94.3469,1.24588,0.1,14.2559,0.5,-3.72343,3.03978,-9.20327,50.8957,-21.9224,-45.2636,18.919,49.8403,66.8057,0.248919548654485
N_S_WWC_WM_360,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.747814,3.04446,16.915,0.165864,2.39,0.5,-8.6869,0.906423,-38.7447,-36.1935,-12.3884,0.0,-19.3227,0.3,11.616,27.2134,0.347212,20.2945,-5.06857,42.9073,126.505,57.9219,-187.497,0.266601635730897
F_S_WWS_WM_558,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.2838,13.9033,-3.36748,-15.1478,0.37,0.05,3.85522,0.39777,13.0642,144.038,-9.78265,0.2,-8.16942,-0.3,57.3284,-5.72467,-4.14031,-9.67088,35.2409,26.765,-24.3031,5.48121,97.7686,0.2588986784019934
E_S_WW_WM_065,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68679,2.76065,-5.85023,-10.9935,-0.8,0.21,-6.36673,6.64293,-41.2796,-79.4199,1.07315,-0.2,-12.1662,0.9,0.36407,18.8088,-13.2105,46.3782,51.6223,19.2904,37.765,60.6053,-115.612,0.2661084660930232
F_S_WWC_WM_230,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.60208,3.99311,13.845,3.08647,0.32,-1.32,-5.47171,5.94528,-47.9362,82.2121,-2.6242,-0.1,-25.4296,-0.1,36.3678,19.4566,22.7259,9.1218,-45.9869,21.977,-50.379,-28.5512,-193.215,0.2401652785249169
E_S_WW_WM_281,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5951,14.4037,-1.42886,-14.8876,-1.39,-0.99,16.6591,5.55613,5.54013,-12.5098,-2.8508,0.4,-13.9717,0.8,58.8145,-16.546,3.26379,21.1602,-18.8161,22.9069,-35.4958,-19.9316,-107.237,0.2820325041362126
F_S_WWS_WM_424,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.34732,11.4684,1.14319,-15.246,1.98,2.1,-0.908618,7.72743,-2.1378,-62.4354,0.489951,0.4,-35.6553,0.5,22.4554,22.3271,-8.18059,44.6946,4.55185,47.2429,137.073,64.8065,-5.42799,0.2438968387707641
E_S_WW_WM_611,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33329,-7.20446,10.9126,-0.256689,2.14,-1.17,-7.73161,8.707,-3.70739,60.3158,-4.71554,0.5,-3.71611,-0.4,37.9798,16.9562,-19.2109,50.3396,-25.6334,-5.94168,70.2379,-45.8956,91.8619,0.2664679621627907
F_S_WWC_WM_647,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.615806,-0.905738,18.0251,12.7945,-1.14,0.45,-8.45119,-1.66975,18.0234,64.3248,0.728531,0.1,34.9795,0.9,42.0216,-8.69527,-29.8534,9.79953,121.02,-26.9409,78.5386,18.3372,-85.2746,0.2258431975215947
